Duration,KeySignature,KeySignatureConfidence,loudness,Tempo,TimeSignature,TimeSignatureConfidence
135.86,1.00,0.39,-3.31,99.96,5.00,0.90
146.34,1.00,0.03,-25.65,104.99,1.00,0.00
393.64,1.00,0.42,-6.62,135.50,5.00,0.68
283.48,0.00,0.49,-4.08,84.99,4.00,0.42
229.67,2.00,0.16,-19.29,79.96,3.00,0.27
208.95,4.00,0.25,-6.05,105.10,4.00,0.87
625.79,0.00,0.66,-7.16,89.57,5.00,0.70
224.63,8.00,0.56,-23.21,101.03,1.00,0.80
170.19,1.00,0.68,-4.15,129.96,5.00,1.00
313.78,2.00,0.00,-9.43,137.91,5.00,0.37
770.35,0.00,0.57,-18.43,92.73,1.00,0.47
425.17,11.00,0.54,-5.36,120.01,4.00,1.00
199.44,3.00,0.86,-13.99,90.81,4.00,0.20
141.84,10.00,0.00,-7.20,163.02,4.00,0.00
208.04,7.00,0.04,-16.44,173.65,4.00,0.55
132.44,9.00,0.77,-9.92,75.06,4.00,0.01
180.61,4.00,0.57,-14.42,107.01,4.00,0.37
231.10,2.00,1.00,-14.04,112.72,1.00,0.00
179.57,4.00,0.43,-11.16,129.49,1.00,0.00
274.86,1.00,0.18,-6.70,177.94,4.00,0.81
176.98,11.00,0.51,-6.32,130.20,1.00,0.00
239.12,0.00,0.50,-5.25,50.50,1.00,0.00
235.13,10.00,0.71,-4.50,129.98,4.00,0.48
196.60,9.00,0.26,-8.75,107.85,4.00,0.35
257.31,0.00,0.37,-16.95,110.10,4.00,0.21
293.93,1.00,0.04,-13.62,131.98,4.00,0.64
79.65,0.00,0.03,-19.77,196.48,3.00,0.52
226.12,11.00,0.09,-7.55,102.09,3.00,0.97
172.72,1.00,0.70,-5.01,128.18,3.00,0.32
181.39,1.00,0.16,-10.17,161.70,1.00,0.00
302.26,7.00,1.00,-7.66,163.77,4.00,0.08
304.17,1.00,0.59,-7.00,183.88,3.00,1.00
163.21,1.00,0.00,-29.05,119.79,4.00,0.83
274.47,0.00,0.12,-8.55,151.73,4.00,0.49
235.70,3.00,0.52,-6.51,162.39,4.00,1.00
309.92,4.00,0.51,-15.81,95.52,3.00,1.00
212.53,4.00,0.00,-6.16,100.23,4.00,0.73
218.07,1.00,1.00,-6.25,177.89,4.00,1.00
355.63,5.00,0.48,-7.94,92.73,4.00,0.20
288.50,7.00,0.03,-8.53,132.79,4.00,0.03
222.64,5.00,0.52,-7.38,140.03,4.00,0.28
260.60,0.00,0.23,-6.44,146.10,4.00,0.37
246.46,9.00,0.32,-11.31,181.19,4.00,0.27
204.15,7.00,0.74,-11.94,80.63,4.00,0.78
203.31,7.00,0.02,-10.63,155.02,4.00,0.19
262.48,1.00,0.09,-6.53,156.08,4.00,0.98
130.06,7.00,0.08,-8.03,230.19,1.00,0.00
291.29,9.00,0.32,-12.07,115.51,4.00,0.13
211.25,2.00,0.65,-10.32,111.00,3.00,0.72
236.28,11.00,0.47,-10.83,123.00,4.00,0.71
265.53,5.00,0.36,-7.81,127.98,4.00,0.00
268.43,2.00,0.32,-4.71,124.23,4.00,1.00
87.59,5.00,0.65,-13.77,104.75,4.00,0.19
228.10,8.00,0.56,-6.18,66.20,3.00,0.93
298.19,11.00,0.38,-6.13,132.00,4.00,0.00
266.50,10.00,0.41,-17.89,153.31,1.00,0.00
253.91,9.00,0.39,-5.55,136.95,4.00,0.28
199.86,5.00,0.64,-21.82,131.28,4.00,0.89
151.17,5.00,0.35,-15.02,124.06,4.00,0.00
157.73,2.00,0.19,-8.15,144.58,4.00,0.00
389.25,11.00,0.71,-2.99,85.32,1.00,0.17
221.91,7.00,0.00,-7.40,152.17,4.00,0.82
310.99,2.00,0.11,-5.94,87.51,4.00,0.76
172.17,2.00,0.83,-8.40,130.99,5.00,0.73
311.90,7.00,0.90,-5.54,130.00,4.00,0.03
222.64,8.00,0.49,-13.32,141.60,4.00,0.00
239.23,11.00,0.82,-15.62,85.02,3.00,0.71
169.64,8.00,1.00,-5.18,114.18,1.00,0.00
219.17,10.00,0.72,-6.49,163.99,4.00,0.26
257.62,4.00,0.37,-13.78,136.84,1.00,0.00
236.36,10.00,0.70,-9.98,131.39,4.00,0.24
121.73,9.00,0.71,-7.12,116.66,4.00,0.00
152.58,0.00,0.71,-11.14,156.32,1.00,0.00
212.85,7.00,0.57,-18.85,98.50,7.00,0.89
209.61,7.00,0.52,-8.98,90.03,4.00,0.74
248.37,1.00,0.39,-5.53,89.15,4.00,1.00
219.74,0.00,0.75,-8.52,199.96,4.00,0.28
126.82,4.00,0.87,-9.06,104.25,4.00,1.00
280.58,8.00,0.34,-12.60,140.01,4.00,0.00
101.85,5.00,0.44,-17.07,116.24,3.00,1.00
1071.88,4.00,0.88,-6.10,90.26,4.00,0.76
281.94,10.00,0.73,-6.92,140.08,4.00,0.17
391.00,7.00,0.58,-10.78,112.93,4.00,0.72
198.92,1.00,0.14,-16.03,111.49,4.00,0.11
384.57,8.00,0.70,-9.84,83.71,4.00,0.00
231.18,7.00,0.55,-8.41,118.27,4.00,0.00
285.47,2.00,0.21,-5.07,108.04,4.00,0.73
122.28,0.00,0.39,-13.83,95.26,3.00,0.28
250.28,1.00,0.69,-11.66,98.43,4.00,0.82
488.18,4.00,0.67,-6.18,141.19,4.00,0.31
200.88,0.00,0.63,-4.59,137.92,4.00,0.04
484.62,7.00,0.28,-9.09,115.09,5.00,0.59
344.74,2.00,0.56,-27.28,61.78,4.00,0.45
205.30,10.00,0.57,-14.53,112.11,3.00,1.00
253.65,10.00,0.67,-11.36,85.44,4.00,0.27
266.66,5.00,0.41,-7.26,160.06,4.00,0.54
449.75,8.00,0.91,-8.24,146.77,1.00,0.00
376.89,4.00,0.55,-4.61,87.01,4.00,0.63
227.81,0.00,0.00,-9.46,142.00,4.00,0.55
171.60,10.00,0.59,-5.83,152.27,4.00,0.03
196.94,2.00,0.26,-4.59,118.89,4.00,1.00
261.75,11.00,0.57,-6.97,158.03,4.00,0.92
178.89,2.00,0.43,-7.70,170.06,3.00,0.91
243.51,9.00,0.72,-4.41,167.97,4.00,0.47
263.34,9.00,0.64,-7.81,98.74,1.00,0.37
299.81,9.00,0.86,-5.34,131.64,4.00,0.48
173.50,7.00,0.62,-7.34,83.48,4.00,0.00
176.09,0.00,0.15,-16.50,69.99,3.00,0.79
299.99,1.00,0.66,-6.57,122.83,4.00,1.00
197.09,11.00,0.14,-6.45,89.97,4.00,1.00
286.54,9.00,0.69,-10.22,150.03,4.00,0.31
152.14,0.00,0.67,-12.46,151.29,1.00,0.74
234.79,2.00,0.05,-6.28,99.64,4.00,0.94
206.81,6.00,0.51,-8.46,134.17,4.00,0.00
129.59,4.00,0.46,-29.15,56.08,1.00,0.00
168.57,1.00,0.00,-8.68,189.26,4.00,0.34
243.43,7.00,0.50,-14.94,97.85,3.00,0.82
249.23,1.00,0.39,-5.44,90.96,4.00,0.99
344.84,11.00,0.57,-3.88,91.88,4.00,1.00
71.31,0.00,0.00,-9.59,86.06,4.00,0.85
177.24,9.00,0.43,-23.16,110.23,3.00,1.00
151.09,7.00,0.58,-8.20,95.07,4.00,0.00
214.83,2.00,0.47,-7.04,94.08,3.00,1.00
261.04,7.00,0.91,-15.27,90.64,1.00,0.59
416.70,3.00,0.36,-11.87,144.22,3.00,0.48
174.60,10.00,0.19,-10.44,105.13,4.00,0.49
421.49,2.00,0.63,-13.26,140.08,4.00,0.27
212.17,9.00,0.57,-10.56,141.17,3.00,1.00
289.07,7.00,0.45,-12.96,100.77,4.00,0.31
263.18,7.00,0.68,-6.21,135.98,5.00,0.60
153.26,6.00,0.40,-7.77,129.28,1.00,0.00
254.20,10.00,0.65,-5.76,120.01,4.00,0.04
278.54,9.00,0.39,-8.04,75.89,3.00,0.53
200.05,9.00,0.00,-8.37,191.96,4.00,0.45
168.25,8.00,0.40,-17.03,157.20,4.00,0.60
156.97,0.00,0.69,-7.26,152.25,4.00,0.00
165.88,11.00,1.00,-5.21,166.28,1.00,0.41
231.00,4.00,1.00,-7.05,142.19,4.00,0.00
203.13,1.00,0.79,-4.72,125.18,3.00,1.00
218.83,6.00,0.03,-4.29,128.95,4.00,0.19
177.19,7.00,0.67,-3.99,93.32,5.00,0.67
240.22,7.00,0.41,-9.74,119.96,4.00,1.00
211.67,11.00,0.18,-4.81,145.88,4.00,0.62
142.99,7.00,0.06,-16.58,108.87,4.00,1.00
271.62,4.00,0.33,-7.49,91.00,4.00,0.80
223.06,0.00,0.32,-8.28,165.15,4.00,0.40
30.01,2.00,0.00,-5.12,85.80,5.00,0.34
240.01,11.00,0.68,-8.33,126.80,3.00,1.00
247.98,8.00,0.04,-9.32,89.92,4.00,0.85
220.47,4.00,0.66,-13.32,126.04,4.00,0.74
151.59,2.00,0.22,-10.34,94.92,7.00,0.58
207.12,7.00,0.48,-10.01,86.54,4.00,0.84
233.48,2.00,0.40,-5.67,155.58,4.00,0.65
695.04,0.00,0.33,-13.09,142.98,4.00,0.80
232.20,10.00,0.01,-6.72,116.88,4.00,0.47
249.50,9.00,0.73,-11.73,136.94,4.00,0.00
258.93,10.00,0.12,-4.38,159.99,4.00,0.87
533.89,0.00,0.44,-5.25,132.05,4.00,0.21
243.54,11.00,0.30,-17.67,62.78,5.00,0.51
555.55,3.00,0.00,-11.96,163.09,4.00,0.59
269.84,10.00,0.85,-7.18,115.08,4.00,1.00
263.00,10.00,0.54,-5.11,91.10,4.00,1.00
320.44,7.00,0.00,-14.15,152.60,5.00,1.00
379.19,2.00,0.57,-22.74,75.12,5.00,0.84
365.77,1.00,0.24,-8.68,140.02,4.00,0.55
212.90,4.00,0.11,-5.04,151.95,4.00,0.84
147.30,0.00,0.41,-11.78,138.08,4.00,0.57
326.61,2.00,0.52,-14.43,131.94,4.00,0.00
187.14,7.00,0.00,-7.01,96.11,4.00,1.00
214.31,1.00,0.15,-7.92,139.04,4.00,0.06
335.23,8.00,0.46,-6.39,138.37,1.00,0.00
181.92,6.00,0.70,-10.16,115.41,3.00,0.89
175.99,0.00,0.64,-15.89,103.47,3.00,0.87
179.30,2.00,0.80,-28.14,138.99,4.00,0.99
459.94,5.00,0.39,-11.79,90.01,4.00,0.44
205.06,2.00,0.56,-2.91,119.50,4.00,0.69
329.04,8.00,0.77,-27.12,72.79,4.00,0.17
305.06,1.00,0.94,-16.60,221.66,4.00,0.64
140.43,5.00,0.92,-17.09,69.78,1.00,0.00
184.40,5.00,0.57,-19.00,137.70,5.00,0.37
251.66,9.00,0.60,-4.58,125.99,4.00,0.94
170.81,11.00,1.00,-5.03,149.01,4.00,0.64
231.00,11.00,0.46,-6.35,119.95,4.00,0.44
83.12,0.00,0.32,-1.67,168.23,4.00,0.00
37.77,2.00,0.23,-12.32,107.60,1.00,0.00
521.56,7.00,0.31,-10.89,101.99,4.00,0.78
140.75,10.00,0.03,-18.00,120.02,1.00,0.00
141.84,8.00,0.74,-15.60,145.53,3.00,0.95
201.93,9.00,0.79,-13.25,92.12,1.00,0.00
257.65,0.00,0.74,-6.84,111.92,3.00,0.49
256.39,0.00,0.40,-12.10,120.17,4.00,0.58
496.64,6.00,0.96,-9.53,126.01,4.00,0.99
223.61,0.00,0.75,-8.44,103.20,4.00,0.96
289.23,7.00,0.44,-12.82,138.44,4.00,0.31
158.20,1.00,0.12,-21.60,43.69,4.00,0.00
223.90,2.00,0.00,-6.82,98.01,4.00,1.00
209.48,5.00,0.65,-8.88,99.61,4.00,0.79
167.13,8.00,0.46,-13.35,114.96,1.00,0.00
232.25,0.00,0.29,-10.19,98.00,4.00,0.92
173.87,7.00,0.24,-14.10,103.34,3.00,0.15
242.96,11.00,0.72,-10.15,85.60,3.00,1.00
124.84,9.00,0.61,-15.15,93.78,4.00,0.89
142.81,10.00,0.43,-13.25,104.98,4.00,0.65
134.90,0.00,0.30,-25.65,162.68,1.00,0.56
177.53,0.00,0.45,-15.78,149.59,4.00,0.00
213.03,6.00,0.85,-7.11,133.98,4.00,0.20
277.29,2.00,0.60,-4.44,90.46,1.00,0.00
298.11,9.00,0.49,-8.58,179.98,4.00,0.57
297.59,11.00,0.00,-9.10,135.97,4.00,0.27
258.27,0.00,0.47,-4.67,151.31,4.00,0.25
218.28,11.00,0.72,-13.23,131.87,1.00,0.00
100.00,10.00,0.14,-3.83,133.55,3.00,0.51
247.48,7.00,0.71,-3.40,231.85,5.00,0.59
230.58,2.00,0.88,-12.17,131.88,4.00,0.50
222.98,7.00,0.31,-15.65,88.77,4.00,0.27
259.19,6.00,0.44,-11.59,128.47,4.00,0.76
169.66,2.00,0.57,-8.30,140.66,4.00,0.72
207.05,2.00,0.62,-13.47,76.22,4.00,0.14
411.98,7.00,0.60,-7.20,102.13,4.00,1.00
177.32,3.00,0.11,-8.40,99.49,4.00,0.79
307.62,11.00,0.94,-8.25,146.58,1.00,0.00
214.20,6.00,0.28,-4.53,116.03,4.00,0.00
113.21,1.00,0.00,-17.23,38.42,4.00,0.00
168.25,11.00,0.38,-3.57,131.02,1.00,0.32
167.18,3.00,0.14,-4.18,116.06,4.00,0.90
253.94,4.00,0.46,-5.20,103.99,4.00,0.75
172.30,9.00,0.40,-10.22,145.51,1.00,0.00
295.21,10.00,0.57,-10.81,132.76,5.00,0.68
274.42,2.00,0.39,-10.47,78.03,7.00,0.92
213.68,9.00,0.00,-7.77,160.16,4.00,0.41
135.13,7.00,0.10,-10.38,161.74,4.00,1.00
152.35,4.00,0.92,-14.76,136.13,4.00,0.00
221.39,2.00,0.12,-7.47,182.38,4.00,0.00
178.15,2.00,0.02,-1.49,120.03,3.00,0.23
222.80,4.00,0.77,-15.65,106.90,4.00,0.63
225.07,6.00,0.84,-16.58,165.18,4.00,0.00
198.74,7.00,0.02,-6.74,125.01,4.00,1.00
693.58,2.00,0.41,-5.19,116.06,1.00,0.57
246.20,2.00,0.54,-4.82,99.83,4.00,0.88
242.78,7.00,0.30,-4.97,96.72,4.00,1.00
161.59,0.00,0.38,-17.32,159.97,4.00,0.46
236.46,7.00,0.67,-6.29,98.94,4.00,0.78
246.73,11.00,0.28,-11.43,130.00,4.00,0.98
135.78,3.00,0.55,-9.71,171.53,4.00,0.00
156.47,5.00,0.00,-9.06,119.95,7.00,0.82
352.89,0.00,0.83,-8.08,85.56,5.00,0.32
322.53,6.00,0.44,-5.09,83.35,1.00,1.00
150.36,0.00,0.12,-10.09,136.03,4.00,0.81
168.86,7.00,0.21,-4.13,110.11,5.00,1.00
265.82,10.00,0.89,-15.82,102.04,4.00,1.00
294.01,0.00,0.04,-7.21,84.68,4.00,0.30
226.51,0.00,0.40,-4.87,170.74,3.00,0.86
177.95,7.00,0.01,-4.39,127.29,4.00,0.43
205.11,4.00,0.86,-19.83,73.16,5.00,1.00
176.69,5.00,0.76,-9.60,121.66,4.00,1.00
196.05,8.00,0.76,-12.18,72.12,3.00,1.00
309.00,5.00,0.40,-14.61,116.14,4.00,0.17
233.17,2.00,0.83,-11.36,139.99,4.00,0.79
132.39,0.00,0.15,-6.53,132.59,1.00,0.24
160.70,0.00,0.40,-15.80,75.77,3.00,0.56
99.58,8.00,0.14,-8.94,197.35,4.00,0.00
276.69,0.00,0.40,-5.10,84.60,5.00,0.52
220.79,10.00,0.53,-7.21,109.23,4.00,0.54
184.50,4.00,0.33,-7.57,184.15,4.00,0.00
219.95,4.00,0.38,-8.44,192.01,4.00,0.99
428.72,0.00,0.46,-20.91,104.32,4.00,0.06
158.59,0.00,0.99,-26.31,91.93,3.00,0.61
186.51,1.00,0.44,-3.12,175.91,4.00,1.00
202.94,4.00,0.22,-12.49,109.02,4.00,0.79
219.25,5.00,0.63,-10.84,97.40,4.00,0.80
187.06,9.00,0.23,-7.10,84.53,3.00,1.00
292.05,4.00,0.76,-14.19,167.92,4.00,0.06
283.17,0.00,0.60,-13.85,140.67,4.00,0.27
232.75,2.00,0.12,-5.13,128.96,4.00,0.86
193.51,0.00,0.83,-25.67,110.46,4.00,1.00
174.60,8.00,0.71,-11.94,99.81,4.00,0.95
174.68,0.00,0.06,-10.94,124.52,4.00,0.00
221.23,1.00,0.90,-10.69,180.13,4.00,0.83
210.49,2.00,0.12,-4.27,183.90,3.00,0.91
590.16,9.00,0.05,-9.59,125.06,4.00,1.00
310.83,4.00,0.25,-9.49,111.96,4.00,1.00
172.49,9.00,0.85,-15.58,89.97,3.00,1.00
189.00,2.00,0.26,-6.73,176.02,4.00,0.71
285.05,11.00,0.69,-5.37,122.94,4.00,1.00
202.79,10.00,0.69,-17.70,88.15,1.00,0.00
174.71,7.00,0.74,-10.27,85.22,1.00,0.00
139.89,11.00,0.13,-4.89,137.77,4.00,0.09
142.94,9.00,0.17,-11.37,81.04,7.00,0.42
281.47,9.00,0.00,-7.22,138.42,5.00,0.79
159.61,4.00,0.66,-11.87,177.75,4.00,0.39
284.60,11.00,0.25,-6.31,104.99,4.00,0.66
214.10,2.00,0.61,-15.30,126.01,4.00,1.00
260.23,1.00,0.16,-17.84,96.37,3.00,1.00
113.01,8.00,0.35,-11.33,114.21,3.00,1.00
471.43,11.00,0.47,-17.50,82.04,1.00,0.21
166.27,9.00,0.54,-6.78,127.15,4.00,0.75
249.50,7.00,0.61,-11.08,183.21,3.00,0.83
224.10,11.00,0.37,-4.33,96.00,4.00,1.00
287.53,2.00,0.56,-4.73,97.98,4.00,0.37
299.36,5.00,0.38,-8.38,113.89,4.00,0.46
276.58,5.00,0.75,-12.61,91.68,3.00,0.83
218.20,10.00,0.02,-7.64,112.06,4.00,0.00
123.66,2.00,0.03,-19.59,127.72,4.00,0.00
394.87,6.00,0.01,-8.60,125.37,5.00,0.71
128.63,5.00,0.02,-30.18,91.95,4.00,0.47
258.35,4.00,0.02,-11.16,116.17,7.00,0.90
249.63,2.00,0.41,-4.67,153.00,4.00,1.00
134.06,10.00,0.11,-6.38,124.79,4.00,0.70
237.87,5.00,0.16,-6.13,99.99,1.00,1.00
249.94,2.00,0.36,-8.08,118.05,4.00,0.76
392.57,1.00,0.48,-9.41,148.14,4.00,0.34
413.49,11.00,0.02,-5.37,96.01,4.00,1.00
238.65,0.00,0.05,-8.07,105.99,4.00,0.89
200.10,11.00,0.59,-9.71,95.70,4.00,1.00
166.40,0.00,0.21,-16.42,134.30,4.00,0.00
183.35,0.00,0.30,-13.27,116.86,4.00,0.41
211.33,9.00,0.72,-9.94,205.56,1.00,0.00
211.70,2.00,0.13,-16.71,52.46,7.00,0.93
207.67,11.00,0.58,-11.95,80.19,1.00,0.71
384.16,10.00,0.25,-14.15,95.94,1.00,0.02
167.55,4.00,0.45,-5.91,68.86,1.00,1.00
109.01,7.00,0.06,-3.90,196.33,4.00,0.00
474.62,9.00,0.53,-7.23,209.75,4.00,0.00
398.03,11.00,0.06,-12.41,88.01,3.00,0.67
302.94,8.00,0.31,-7.63,116.68,5.00,1.00
184.87,4.00,0.74,-13.75,120.03,4.00,0.24
234.61,2.00,0.76,-8.34,69.97,4.00,0.00
418.53,10.00,0.75,-7.62,105.75,4.00,0.35
371.04,2.00,0.63,-18.23,124.12,1.00,0.34
149.99,6.00,0.53,-12.44,86.46,4.00,0.00
214.73,4.00,0.64,-4.38,92.11,4.00,0.86
433.97,7.00,0.04,-15.38,42.49,4.00,0.55
162.82,2.00,0.25,-17.20,168.11,3.00,0.91
150.05,9.00,0.49,-14.17,101.77,4.00,0.78
274.00,1.00,0.51,-17.76,117.00,4.00,0.78
228.10,9.00,0.15,-7.10,168.05,4.00,0.00
527.99,1.00,0.76,-8.36,134.02,4.00,0.00
63.53,4.00,0.97,-8.56,162.38,1.00,0.00
216.40,8.00,0.55,-9.74,149.75,4.00,0.83
312.84,1.00,0.48,-5.97,130.35,4.00,0.76
247.77,10.00,0.02,-9.52,93.73,4.00,1.00
153.26,2.00,0.51,-2.65,143.22,1.00,0.00
214.28,0.00,1.00,-8.52,138.28,3.00,0.80
131.34,10.00,0.61,-12.18,175.15,1.00,0.00
95.11,0.00,0.59,-23.21,180.83,4.00,0.69
132.86,0.00,0.21,-13.62,139.56,7.00,0.13
213.03,7.00,0.27,-7.46,119.98,4.00,0.50
219.01,5.00,0.38,-13.53,112.02,3.00,0.70
346.83,10.00,0.08,-9.64,90.10,7.00,0.93
516.62,1.00,0.39,-5.95,132.95,3.00,0.88
97.98,5.00,0.05,-12.51,102.04,4.00,0.15
247.14,2.00,0.67,-7.39,125.06,4.00,0.60
272.14,4.00,0.32,-13.96,124.98,7.00,0.47
637.44,11.00,0.52,-8.81,118.44,4.00,0.00
188.03,4.00,0.96,-12.17,98.82,4.00,1.00
278.91,4.00,0.33,-3.86,85.79,4.00,1.00
143.88,8.00,0.53,-9.21,88.68,1.00,0.00
219.87,7.00,0.69,-11.01,112.00,4.00,0.34
160.78,7.00,0.57,-6.51,80.50,4.00,1.00
387.97,1.00,0.18,-12.07,160.01,4.00,0.76
184.84,7.00,0.29,-4.68,114.59,4.00,1.00
227.74,6.00,0.62,-5.61,88.75,4.00,0.37
540.42,11.00,0.65,-6.68,183.66,3.00,0.93
403.85,6.00,0.25,-9.69,126.93,4.00,0.79
201.98,1.00,0.06,-3.67,69.59,3.00,1.00
180.01,1.00,1.00,-13.94,96.96,4.00,1.00
216.06,0.00,0.00,-18.81,100.16,4.00,1.00
518.82,10.00,0.74,-12.20,168.04,4.00,0.73
169.38,0.00,0.75,-16.90,82.59,4.00,0.13
515.66,7.00,0.73,-7.79,140.02,3.00,0.17
202.97,9.00,0.62,-3.40,95.70,4.00,1.00
130.35,11.00,0.08,-8.48,155.96,4.00,0.29
296.80,8.00,0.67,-10.37,102.07,7.00,0.79
156.68,11.00,0.04,-13.23,129.28,1.00,0.00
321.10,9.00,0.61,-7.04,126.71,3.00,1.00
333.77,4.00,0.45,-10.62,89.98,4.00,0.30
144.06,5.00,0.45,-23.05,95.47,4.00,0.45
239.88,4.00,0.59,-4.34,195.99,4.00,0.97
219.92,1.00,0.28,-7.10,105.99,4.00,0.61
152.29,4.00,0.65,-13.21,130.89,4.00,0.34
543.97,7.00,0.61,-8.25,99.64,1.00,0.05
107.49,6.00,0.91,-3.68,108.18,4.00,1.00
228.44,8.00,0.52,-10.57,122.85,4.00,1.00
216.92,8.00,0.70,-3.96,187.89,1.00,0.56
136.38,5.00,0.00,-9.23,127.16,4.00,0.00
264.70,11.00,0.53,-8.61,99.06,4.00,1.00
352.03,4.00,0.41,-3.18,141.81,4.00,0.41
310.20,2.00,0.04,-12.67,42.75,4.00,0.00
759.09,2.00,0.55,-7.19,0.00,0.00,0.00
60.32,3.00,0.05,-14.85,77.07,5.00,0.50
160.00,9.00,0.68,-14.88,145.62,4.00,0.02
255.76,8.00,0.71,-9.81,142.20,4.00,0.00
221.99,5.00,0.35,-9.00,128.07,4.00,0.01
232.80,10.00,0.83,-8.57,85.77,7.00,0.55
72.18,9.00,0.12,-14.04,75.37,7.00,0.76
248.79,11.00,0.24,-6.38,166.06,4.00,0.86
222.54,9.00,0.58,-11.28,135.78,3.00,0.93
205.06,8.00,0.45,-6.20,91.70,4.00,0.00
255.40,2.00,0.06,-5.64,152.00,4.00,0.44
292.26,1.00,0.02,-2.27,174.65,4.00,0.51
37.02,10.00,0.21,-17.53,125.12,4.00,0.00
187.25,3.00,0.34,-8.30,132.61,4.00,0.00
564.95,10.00,0.72,-4.20,85.32,1.00,0.74
329.66,9.00,0.95,-8.88,119.09,3.00,0.73
203.86,4.00,0.04,-10.00,64.48,4.00,0.00
307.33,11.00,0.09,-5.90,71.98,4.00,0.02
91.85,8.00,0.27,-9.58,168.30,4.00,0.92
285.96,8.00,0.62,-6.78,100.06,3.00,0.60
213.55,7.00,0.10,-20.54,164.62,4.00,0.04
125.15,0.00,0.76,-12.82,126.71,3.00,0.32
207.10,4.00,0.05,-12.33,96.41,3.00,0.90
311.59,7.00,0.76,-6.78,167.11,1.00,0.24
620.20,9.00,0.22,-5.28,91.14,7.00,0.64
121.02,7.00,0.54,-9.39,100.57,4.00,0.80
214.96,9.00,0.62,-10.74,170.90,4.00,0.47
246.23,7.00,0.44,-4.29,136.12,4.00,0.00
113.97,3.00,0.19,-9.67,117.70,1.00,0.00
198.45,5.00,0.35,-20.73,75.38,7.00,0.43
159.58,5.00,0.67,-15.16,100.93,5.00,1.00
268.88,5.00,0.37,-4.54,124.13,4.00,0.78
495.91,6.00,0.41,-9.71,133.53,4.00,0.92
178.96,9.00,0.04,-6.63,180.13,4.00,0.66
269.01,7.00,0.39,-9.04,142.64,3.00,0.00
38.01,1.00,0.00,-22.72,109.74,4.00,1.00
137.74,7.00,0.10,-12.97,159.94,4.00,0.00
324.47,4.00,0.67,-14.24,134.12,4.00,0.85
219.01,2.00,0.86,-7.85,157.20,4.00,0.38
322.56,7.00,0.37,-4.52,150.05,4.00,0.00
192.05,2.00,0.08,-9.18,175.33,4.00,0.00
238.58,9.00,0.55,-13.70,148.52,4.00,0.00
286.04,7.00,0.14,-8.07,171.61,1.00,0.00
181.16,9.00,0.12,-14.34,100.42,4.00,0.80
122.57,9.00,0.83,-5.90,128.82,1.00,0.00
222.69,7.00,0.63,-9.95,101.98,3.00,1.00
119.90,2.00,0.20,-8.79,181.90,4.00,0.00
261.30,9.00,0.75,-13.87,120.61,4.00,0.23
182.23,0.00,0.37,-6.76,95.88,4.00,0.66
181.86,3.00,0.05,-5.14,95.74,4.00,0.58
225.62,6.00,0.08,-8.84,125.99,4.00,0.28
164.36,1.00,0.00,-7.97,128.03,7.00,0.64
494.11,7.00,0.46,-14.01,123.18,4.00,0.37
182.73,0.00,0.00,-7.33,87.80,4.00,0.55
282.54,5.00,0.40,-6.98,67.99,3.00,0.38
181.13,11.00,0.03,-6.39,102.07,4.00,0.78
180.14,0.00,0.54,-12.09,130.44,4.00,0.91
220.50,0.00,0.60,-14.01,99.59,4.00,1.00
834.66,7.00,0.67,-6.00,96.71,4.00,0.82
230.71,10.00,0.18,-9.89,209.65,4.00,1.00
222.59,9.00,0.37,-3.34,87.54,4.00,0.58
255.48,9.00,0.20,-5.79,86.75,1.00,0.99
145.95,2.00,0.80,-16.41,105.72,1.00,0.00
277.21,0.00,0.72,-8.58,83.59,4.00,0.78
52.43,8.00,0.51,-18.60,110.05,4.00,0.11
215.41,0.00,0.88,-11.71,158.83,4.00,0.96
184.22,1.00,0.28,-6.99,75.83,7.00,0.88
275.20,2.00,0.04,-16.68,121.67,5.00,0.45
151.38,4.00,0.78,-8.35,86.72,1.00,0.72
264.83,10.00,0.63,-5.60,100.02,4.00,0.48
258.82,5.00,0.42,-5.25,143.02,4.00,0.64
278.39,9.00,0.47,-3.99,135.06,3.00,0.89
426.00,7.00,0.00,-16.18,67.60,5.00,0.75
379.27,10.00,0.40,-7.26,100.17,3.00,1.00
228.70,3.00,0.55,-21.39,70.89,1.00,0.00
252.11,2.00,0.04,-9.65,136.62,4.00,0.00
251.90,11.00,0.04,-5.51,181.30,7.00,1.00
260.36,6.00,0.45,-8.89,150.53,4.00,0.00
211.28,4.00,0.61,-10.80,123.70,4.00,0.91
498.83,8.00,0.19,-10.71,125.06,4.00,0.43
95.50,10.00,0.58,-10.56,208.52,1.00,0.00
263.21,5.00,0.35,-8.15,83.49,4.00,0.47
220.89,11.00,0.05,-8.57,93.91,4.00,0.74
270.63,6.00,0.63,-17.86,165.76,4.00,0.00
257.28,9.00,0.04,-12.88,98.18,7.00,1.00
171.28,11.00,0.66,-18.70,128.16,4.00,0.31
235.05,2.00,0.19,-10.56,117.51,4.00,0.86
329.98,2.00,0.35,-9.54,126.92,4.00,0.62
321.02,1.00,0.26,-13.30,124.71,3.00,1.00
608.76,2.00,0.59,-8.26,219.52,7.00,0.66
164.83,0.00,0.10,-16.31,94.09,4.00,1.00
274.99,5.00,0.00,-13.35,82.86,3.00,0.82
149.34,2.00,0.00,-9.45,86.66,5.00,0.65
